iso3,source
BTN,https://www.rma.org.bt/about_rma_board.jsp
BTN,https://www.rma.org.bt/about_rma_generaltp.jsp
BWA,http://www.bankofbotswana.bw/
BWA,http://www.bankofbotswana.bw/article.php?articleid=338
BWA,letter
CAF,http://www.beac.int/index.html
CAF,https://www.beac.int/beac/le-gouvernement-de-la-banque/
CAF,https://www.beac.int/index.php/component/content/article/63-40eme-anniversaire/274-1972-2012-40-ans-dhistoire-de-la-beac
CAN,http://www.bankofcanada.ca/about/board-of-directors/
CAN,http://www.bankofcanada.ca/en/
CAN,http://www.bankofcanada.ca/en/bios/dodge.html
CAN,https://www.bankofcanada.ca/about/our-history/
CHE,http://www.snb.ch/e/snb/aufsicht/aufsicht.html?file=/e/snb/aufsicht/biographien.pdf
CHE,http://www.snb.ch/en/iabout/snb/bodies/id/snb_bodies_board
CHE,https://www.snb.ch/en/
CHL,Christoph Moser
CHL,homepage
CHL,http://www.bcentral.cl/
CHL,http://www.bcentral.cl/eng/about/authorities/index.htm
CHL,http://www.bcentral.cl/eng/funorg/functions/08.htm
CHN,http://www.pbc.gov.cn/english/130715/130833/index.html
CHN,http://www.pbc.gov.cn/english/130718/index.html
CHN,http://www.pbc.gov.cn/english/lirenhangzhang/
CHN,http://www.pbc.gov.cn/publish/english/1005/index.html
COL,"Sturm/de Haan, Christoph Moser, e-mail"
COL,email
COL,http://www.banrep.gov.co/board_directors/bd_uribe.htm
COL,http://www.banrep.gov.co/en
COL,http://www.banrep.gov.co/en/node/22677
CPV,Sturm/ de Haan
CPV,email
CPV,http://www.bcv.cv/
CPV,https://www.bcv.cv/en/O%20Banco/Organigrama/Paginas/Organograma.aspx
CRI,Sturm/de Haan
CRI,email
CRI,http://www.bccr.fi.cr/bccr_home_page/about_bccr/corporate_governance.html
CRI,http://www.bccr.fi.cr/flat/bccr_flat.htm
CRI,http://www.bccr.fi.cr/publicaciones/memoriaanual/
CRI,https://www.bccr.fi.cr/SitePages/Inicio.aspx
CRI,https://www.bccr.fi.cr/seccion-sobre-bccr/gobierno-corporativo
CUB,http://es.wikipedia.org/wiki/Anexo:Cronolog%C3%ADa_del_Consejo_de_Ministros_de_Cuba
CUB,http://www.bc.gob.cu/English/about_bcc.asp
CUB,http://www.bc.gov.cu/english/about_bcc.asp
CUB,https://www.bc.gob.cu
CUB,https://www.bc.gob.cu/consejo-direccion
CYP,Fax
CYP,http://www.centralbank.gov.cy/nqcontent.cfm?a_id=12057
CYP,http://www.centralbank.gov.cy/nqcontent.cfm?a_id=4916
CYP,http://www.centralbank.gov.cy/nqcontent.cfm?a_id=6557
CYP,https://www.centralbank.cy/en/home
CYP,https://www.centralbank.cy/en/the-bank/board-of-directors
CYP,https://www.centralbank.cy/images/media/redirectfile/CBC%20Board%20of%20Directors/Previous%20Board%20Members/Previous-Boards-of-Directors-2022-English.pdf
CYP,letter
CZE,e-mail
CZE,"e-mail, http://www.cnb.cz/en/ocnb_archiv_03prehled.php"
CZE,http://www.cnb.cz/cs/index.html
CZE,http://www.cnb.cz/en/ocnb_archiv_03prehled.php
CZE,https://www.cnb.cz/cs/
CZE,https://www.cnb.cz/en/about_cnb/bank_board/bank_board_members/rusnok.html
CZE,https://www.cnb.cz/en/about_cnb/org-structure/
DEU,http://www.bundesbank.de/
DEU,http://www.bundesbank.de/Navigation/DE/Bundesbank/Aufgaben_und_Organisation/Vorstand/vorstand.html
DEU,http://www.bundesbank.de/aufgaben/aufgaben_organmitglieder.en.php
DEU,https://www.bundesbank.de/Navigation/EN/Bundesbank/Organisation/Executive_Board/Jens_Weidmann/jens_weidmann.html
DJI,MS
DJI,http://www.banque-centrale.dj/rubriques/15
DJI,https://banque-centrale.dj
DNK,e-mail
DNK,http://www.nationalbanken.dk/dnuk/specialdocuments.nsf
DNK,http://www.nationalbanken.dk/en/about_danmarks_nationalbank/organisation/Pages/Board-of-Governors.aspx
DNK,https://www.nationalbanken.dk/da/om_nationalbanken/organisation/PublishingImages/Direktører%20i%20Nationalbanken_uk_2023.png
DOM,"Sturm/de Haan, e-mail"
DOM,email/IFS
DOM,http://www.bancentral.gov.do/about_cb/governors/
DOM,http://www.bancentral.gov.do/acercabc.asp?a=Principales_Funcionarios
DOM,http://www.bancentral.gov.do/arte.asp?a=Retratos_Gobernadores_1951-1982
DOM,https://www.bancentral.gov.do
DOM,https://www.bancentral.gov.do/a/d/2886
DOM,https://www.bancentral.gov.do/a/d/2887
DOM,https://www.bancentral.gov.do/a/d/2887-governors
DZA,MS/IFS
DZA,http://www.bank-of-algeria.dz/
DZA,http://www.bank-of-algeria.dz/html/who.htm
DZA,http://www.uabonline.org/UABWeb/central_banks/algeria.htm
DZA,https://www.aps.dz/en/algeria/43719-president-tebboune-dismisses-governor-of-bank-of-algeria-rostom-fadhli-appoints-salah-eddine-taleb
DZA,https://www.aps.dz/en/economy/31822-benabderrahmane-aymane-new-governor-of-bank-of-algeria
DZA,https://www.bank-of-algeria.dz/a-propos/
DZA,https://www.reuters.com/article/algeria-central-bank-idUKL3N2GH0HG
ECB,http://de.wikipedia.org/wiki/Wim_Duisenberg
ECB,http://www.ecb.int/ecb/orga/decisions/html/cvtrichet.en.html
ECB,https://www.ecb.europa.eu/home/html/index.en.html
ECCB,http://www.eccb-centralbank.org/
ECCB,http://www.eccb-centralbank.org/About/history.asp
ECCB,https://www.eccb-centralbank.org
ECCB,https://www.eccb-centralbank.org/p/board-of-directors
ECCB,https://www.eccb-centralbank.org/p/former-governors-and-deputy-governors
ECU,MS/IFS
ECU,e-mail
ECU,http://www.bce.fin.ec/contenido.php?CNT=ARB0000011
ECU,https://www.bce.fin.ec/en/
ECU,https://www.bce.fin.ec/index.php/autoridades
ECU,https://www.bce.fin.ec/index.php/boletines-de-prensa-archivo/item/1433-guillermo-avellan-asume-la-gerencia-general-del-banco-central-del-ecuador
ECU,https://www.cosede.gob.ec/wp-content/uploads/2013/07/perfil-Mateo-Villalba.pdf
ECU,https://www.elcomercio.com/actualidad/madeleineabarca-gerencia-bancocentral-faustoherrera-economia.html
ECU,https://www.reuters.com/article/ecuador-cenbank-idUSL1E9CGASJ20130116
EGY,MS
EGY,http://www.cbe.org.eg/
EGY,http://www.islamicbanknotes.com/news-2003.htm
EGY,http://www.islamicbanknotes.com/news-2003.htm / MS
EGY,https://www.cbe.org.eg/en/about-cbe/board-of-directors/board-of-directors-composition/hassan-abdalla
EGY,https://www.cbe.org.eg/en/about-cbe/former-governors
EGY,https://www.reuters.com/world/middle-east/egypts-president-appoints-caretaker-central-bank-governor-2022-08-18/
ESP,http://www.bde.es/bde/es/secciones/sobreelbanco/historiabanco/Gobernadores_del/Gobernadores_de_e12a888967b2d21.html
ESP,http://www.bde.es/infoinst/organiza/orgrectores.htm
ESP,https://www.bde.es/bde/en/secciones/sobreelbanco/organizacion/Organos_rectores/El_gobernador/Pablo_Hernandez_ab6839b6dc95731.html
ESP,https://www.bde.es/wbe/en/
ESP,https://www.bde.es/wbe/en/sobre-banco/organizacion/organos-rectores/gobernador/
EST,e-mail
EST,http://www.bankofestonia.info/frontpage/en/
EST,http://www.eestipank.ee/en/eesti-pank/organisational-structure
EST,https://www.eestipank.ee/en
ETH,MS
ETH,http://www.nbe.gov.et/aboutus/governancebank.html
ETH,https://nbe.gov.et
ETH,https://nbe.gov.et/governance-of-the-bank/#1669620727739-f5d6dedb-53b0
FIN,e-mail
FIN,http://www.bof.fi/en/suomen_pankki/organisaatio/index.htm
FIN,https://www.suomenpankki.fi/en/bank-of-finland/organisation/board/board-members-in-the-history-of-the-bank-of-finland/
FIN,https://www.suomenpankki.fi/en/bank-of-finland/organization/board/
FJI,Sturm/de Haan /
FJI,http://www.centralbanking.co.uk/publications/directories/pdf/cbd05fiji.pdf
FJI,http://www.reservebank.gov.fj/default.aspx?Page=organisationStructure
FJI,https://www.rbf.gov.fj/
FJI,https://www.rbf.gov.fj/About-Bank/RBF-Management-Team
FJI,letter/IFS
FRA,http://www.banque-france.fr/
FRA,http://www.banque-france.fr/gb/instit/histoire/chart.htm
FRA,"http://www.banque-france.fr/gb/instit/histoire/chart.htm,"
FRA,https://www.banque-france.fr/en/banque-de-france/history/institution
GBR,"e-mail,"
GBR,http://www.bankofengland.co.uk/Pages/home.aspx
GBR,http://www.bankofengland.co.uk/about/pdfs/governors.pdf
GBR,https://www.thegazette.co.uk/notice/L-56988-1003
GBR,https://www.thegazette.co.uk/notice/L-58737-544840
GEO,http://www.nbg.gov.ge/
GHA,http://www.bog.gov.gh
GHA,http://www.bog.gov.gh/
GHA,http://www.bog.gov.gh/index.php?option=com_content&view=article&id=129%3Agovernors-and-deputy-governors-of-the-bank-since-its-inception&catid=64&Itemid=137
GHA,http://www.bog.gov.gh/index.php?option=com_content&view=article&id=77&Itemid=138
GHA,http://www.bog.gov.gh/index1.php?linkid=268#599
GHA,https://www.bog.gov.gh/governors-deputies/
GHA,letter
GIN,MS
GIN,MS and http://www.bcrg-guinee.org/
GIN,http://www.bcrg-guinee.org/
GIN,http://www.bcrg-guinee.org/propos1.aspx
GIN,https://www.bcrg-guinee.org/presentation/mot-du-gouverneur
GMB,MS
GMB,http://www.cbg.gm/
GMB,https://www.cbg.gm/board-of-directors
GNB,IFS
GNB,"https://globalfinancialdata.com/guinea-bissau#:~:text=On%20January%201%2C%201997%2C%20Guinea,to%2065%20Guinea%2DBissau%20Pesos."
GNB,https://www.bceao.int/fr/content/le-gouverneur
GRC,http://www.bankofgreece.gr/Pages/en/Bank/default.aspx
GRC,http://www.bankofgreece.gr/en/bank/Governors.htm
GRC,https://www.bankofgreece.gr/en/homepage
GRC,https://www.bankofgreece.gr/en/the-bank/organisation/governor-and-deputy-governors
GRC,letter
GTM,Sturm/de Haan
GTM,http://www.banguat.gob.gt/
GTM,http://www.banguat.gob.gt/inc/ver.asp?id=/en/info03
GTM,https://banguat.gob.gt/es/page/autoridades-del-banco-de-guatemala-0
GTM,letter
GUY,e-mail
GUY,http://www.bankofguyana.org.gy
GUY,http://www.bankofguyana.org.gy/williams2.htm
Guinea Bissau,IFS
HKG,e-mail
HKG,http://www.info.gov.hk/hkma/
HND,MS/email/IFS
HND,"Sturm/de Haan,"
HND,http://www.bch.hn/
HND,http://www.bch.hn/adminsup.php
HND,http://www.guide2womenleaders.com/Honduras.htm
HRV,http://www.hnb.hr/
HRV,http://www.hnb.hr/en/about-us/functions-and-structure/council-and-management/governor
HRV,http://www.hnb.hr/o-hnb/eo-hnb.htm
HRV,https://www.hnb.hr/en/about-us/functions-and-structure/council-and-management/governor
HRV,https://www.hnb.hr/en/o-nama/funkcije-i-struktura/savjet-i-rukovodstvo/former-governors
HTI,MS(3-90)/IFS
HTI,Sturm/de Haan
HTI,http://www.brh.net/
HTI,http://www.brh.net/profil_gouverneur.htm
HTI,https://www.centralbanking.com/central-banking/news/2440774/jean-baden-dubois-named-bank-of-haiti-governor
HUN,MS
HUN,http://english.mnb.hu/Engine.aspx
HUN,http://english.mnb.hu/Root/ENMNB/A_jegybank/mnben_mnb_szervei/mnben_igazgatosag_cv
HUN,http://www.mnb.hu/en/the-central-bank/management-and-control-of-the-mnb/management-of-mnb
HUN,https://www.mnb.hu/en/the-central-bank/management-and-control-of-the-mnb/management-of-mnb
IDN,MS
IDN,Sturm/de Haan
IDN,http://www.bi.go.id/en/tentang-bi/dewan-gubernur/Contents/agus.aspx
IDN,http://www.bi.go.id/web/
IDN,http://www.bi.go.id/web/en/Tentang+BI/Profile+DG/burhanuddin.htm.htm
IDN,https://www.bi.go.id/en/default.aspx
IDN,"https://www.bi.go.id/en/tentang-bi/profil/details.aspx?id=33#:~:text=Perry%20Warjiyo%20is%20the%20incumbent,Deputy%20Governor%20from%202013%2D2018."
IND,MS
IND,"MS,"
IND,http://www.rbi.org.in/index.dll/12073?OpenStoryTextArea?fromdate=3/14/2000&todate=3/14/2000&s1secid=0&s2secid=0&secid=10/0/0
IND,http://www.rbi.org.in/scripts/AboutusDisplay.aspx#CB
IRL,http://www.centralbank.ie/about-us/Pages/OrganisationalStructure.aspx
IRL,http://www.centralbank.ie/about-us/documents/the%20history%20of%20the%20central%20bank%201943-2013.pdf
IRL,http://www.centralbank.ie/frame_main.asp?pg=abt_gove.asp&nv=abt_nav.asp
IRL,https://www.centralbank.ie/
IRL,"letter,"
IRN,IFS/MS
IRN,Letter
IRN,http://www.cbi.ir/default_en.aspx
IRN,http://www.cbi.ir/simplelist/1389.aspx
IRN,https://irangov.ir/cat/580
IRQ,http://www.cbi.iq/
IRQ,http://www.cbi.iq/index2.htm
IRQ,http://www.cbi.iq/pdf/CBILAW-EN_f.pdf
IRQ,https://cbi.iq/page/49
IRQ,https://cbi.iq/page/50
ISL,Letter
ISL,http://www.sedlabanki.is/?pageid=194
ISL,https://www.cb.is/about-the-bank/central-bank-of-iceland/organisation/
ISR,Letter
ISR,http://www.bankisrael.gov.il/abeng/nag_now.htm
ISR,http://www.boi.org.il/en/AboutTheBank/OfficeHolders/Pages/Default.aspx
ISR,https://www.boi.org.il/en/bank-of-israel/about-the-bank-of-israel/
ITA,"Cukiermann / MS, e-mail,"
ITA,http://www.bancaditalia.it/
ITA,http://www.economicexpert.com/a/Banca:d:Italia.html
ITA,https://www.bancaditalia.it/chi-siamo/storia/governatori-direttori-generali/
JAM,email
JAM,http://www.boj.org.jm/
JAM,http://www.boj.org.jm/bank_former_governors.php
JAM,https://boj.org.jm/about-boj/history/former-governors/
JOR,MS
JOR,Sturm/de Haan
JOR,http://www.cbj.gov.jo/pages.php?menu_id=143
JOR,https://web.archive.org/web/20061116125536/http://www.cbj.gov.jo/pages.php?menu_id=182&local_type=0&local_id=0&local_details=0&local_details1=0&localsite_branchname=CBJ
JPN,http://www.boj.or.jp/en/about/about_f.htm
JPN,http://www.boj.or.jp/en/index.htm
JPN,https://www.boj.or.jp/en/about/organization/policyboard/gv_ueda.htm
KAZ,e-mail
KAZ,http://www.nationalbank.kz/?docid=349&uid=3EDBFFCA-802C-E8FB-392460A6E7D586E0
KEN,MS
KEN,Sturm/de Haan / MS /
KEN,http://www.centralbank.go.ke/
KEN,http://www.nationaudio.com/News/EastAfrican/05042001/News/News88.html
KGZ,http://www.nbkr.kg/web/interfeis.builder_frame?language=ENG
KGZ,https://www.nbkr.kg/contout.jsp?item=5&lang=ENG&material=104956
KOR,"Sturm/de Haan, Cukierman, e-mail,"
KOR,email/IFS
KOR,http://eng.bok.or.kr/
KOR,https://www.bok.or.kr/eng/main/contents.do?menuNo=400240
KWT,MS/email
KWT,http://new.cbk.gov.kw/en/index.jsp
KWT,http://www.cbk.gov.kw/WWW/index.html
KWT,https://www.cbk.gov.kw/en
KWT,https://www.cbk.gov.kw/en/about-cbk/governor/profile
LAO,http://www.bol.gov.la/english/listofgovernor.html
LAO,https://www.bol.gov.la/en/governored-head
LAO,https://www.bol.gov.la/en/index
LBN,"MS, http://www.bdl.gov.lb/bdl/Governorate.htm"
LBN,homepage
LBN,http://www.bdl.gov.lb/bdl/Governorate.htm
LBN,http://www.bdl.gov.lb/bdl/governorate.htm
LBN,http://www.bdl.gov.lb/tabs/index/1/255/Governorate-Timeline.html
LBN,https://www.bdl.gov.lb/biographies.php
LBN,https://www.bdl.gov.lb/index.php
LBY,"IFS (names correspond to SM, except one)"
LBY,http://cbl.gov.ly/en/
LBY,http://cbl.gov.ly/eng/
LBY,http://www.cbl.gov.ly/eg/
LBY,http://www.cbl.gov.ly/en/variant/index.php?cid=94
LBY,https://cbl.gov.ly/en/
LBY,https://lana.gov.ly/post.php?lang=en&id=261905
LBY,https://newlinesmag.com/reportage/how-libyas-central-bank-chief-survived-a-decade-of-conflict/
LBY,https://www.reuters.com/article/ozabs-uk-libya-cenbank-idAFKBN0H90F520140914
LKA,Sturm/de Haan /
LKA,http://www.cbsl.gov.lk/
LKA,http://www.cbsl.gov.lk/info/03_about/a_2_2.htm
LKA,http://www.centralbanklanka.org/newg.html
LKA,https://www.cbsl.gov.lk/en/about/organisational-structure/monetary-board
LKA,letter/MS
LSO,MS
LSO,http://www.centralbank.org.ls/
LTU,http://www.lb.lt/eng/about/board.html
LTU,"http://www.lb.lt/eng/about/board.html,"
LTU,"http://www.lb.lt/eng/about/board.html, e-mail"
LTU,https://www.lb.lt/en/historical-timeline
LUX,e-mail
LUX,http://www.bcl.lu/en/bcl/organisation/decision/index.html
LVA,e-mail
LVA,http://www.bank.lv
LVA,http://www.bank.lv/eng/main/all/lvbank/suv/lbs/
LVA,https://www.bank.lv/en/about-us/governance/structure
MAC,http://www.amcm.gov.mo/
MAC,https://www.amcm.gov.mo/en/about-amcm/organization-structure/membros-dos-conselhos
MAC,letter
MAR,MS
MAR,http://www.banxico.org.mx/siteBanxicoINGLES/aAcercaBanxico/Organigrama/Organigrama.asp
MAR,http://www.banxico.org.mx/siteBanxicoINGLES/aAcercaBanxico/Organigrama/Organigrama.asp / Sturm/de Haan
MAR,http://www.bkam.ma/
MAR,http://www.bkam.ma/wps/portal/net/kcxml/04_Sj9SPykssy0xPLMnMz0vM0Y_QjzKL94o38vEASZnFe8QbebvqR2KIuSDEgvS99X098nNT9QP0C3JDI8odHRUB-vurKw!!/delta/base64xml/L0lKWWttUSEhL3dITUFDc0FJVUFOby80SUVhREFBIS9lbg!!?Lien=V
MDG,MS
MDG,"MS, e-mail"
MDG,http://www.banque-centrale.mg/index.php?id=m1_9_1#gv
MDV,MS
MDV,e-mail
MDV,http://www.mma.gov.mv/
MDV,http://www.mma.gov.mv/#/about/boardofdirectors
MDV,http://www.mma.gov.mv/#/about/history/governors&vicegovernors
MDV,http://www.mma.gov.mv/board.php
MEX,MS
MEX,e-mail
MEX,http://www.banxico.org.mx/acerca-del-banco-de-mexico/board-of-governors.html
MEX,http://www.banxico.org.mx/sitioIngles/acercaBM/boardOfGovernors/BoardOfGovernors.pdf
MEX,https://www.banxico.org.mx/getting-to-know-banco-de-mexico/board-of-governors-curriculum.html
MEX,https://www.banxico.org.mx/indexen.html
MKD,http://www.nbrm.gov.mk/default-en.asp?ItemID=06DF3D18155AE34DADE57AF8E8286CBA
MKD,http://www.nbrm.mk/default-en.asp
MKD,http://www.nbrm.mk/guverner-en.nspx
MKD,https://www.nbrm.mk/pocetna-en.nspx
MLT,"Sturm/ de Haan,"
MLT,http://www.centralbankmalta.com/site/about4a.html
MLT,https://www.centralbankmalta.org
MLT,https://www.centralbankmalta.org/governance-board-of-directors
MLT,letter
MMR,http://www.cbm.gov.mm/content/list-governors-central-bank-myanmar-0
MMR,https://www.cbm.gov.mm
MMR,https://www.cbm.gov.mm/content/40
MNE,http://www.cb-cg.org/eng/index.php?mn1=about_us&mn2=governance
MNE,http://www.cb-mn.org/eng/index.php?mn1=about_us&mn2=governance
MNE,https://www.cbcg.me/en
MNE,https://www.cbcg.me/en/radoje-zugic-phd
MNG,http://www.mongolbank.mn/eng/listdirectors.aspx
MNG,http://www.mongolbank.mn/governors.htm
MNG,http://www.mongolbank.mn/web/guest/about_the_bank/history/governors
MNG,http://www.mongolbank.mn/web/guest/about_the_bank/organisation/bod
MNG,https://www.mongolbank.mn/en/
MNG,https://www.mongolbank.mn/en/p/former-governors
MOZ,MS
MOZ,"MS, http://www.bancomoc.mz/index.php?lang=po&menu=27"
MOZ,http://www.bancomoc.mz
MOZ,http://www.bancomoc.mz/fm_cadmin.aspx
MOZ,http://www.bancomoc.mz/index.php?lang=po&menu=27
MOZ,http://www.bancomoc.mz/index.php?lang=uk&menu=23
MOZ,https://www.bancomoc.mz/en/
MOZ,https://www.bancomoc.mz/en/the-bank/organization/board-of-directors/
MUS,"Sturm/ de Haan, e-mail"
MUS,http://bom.intnet.mu/?id=20003
MUS,https://www.bom.mu/?id=20003
MUS,https://www.bom.mu/about-the-bank/board-of-directors
MUS,letter
MWI,MS
MWI,http://www.rbm.mw
MWI,http://www.rbm.mw/
MWI,http://www.rbm.mw/general_info/index.asp?suburl=board
MWI,https://www.rbm.mw
MWI,https://www.rbm.mw/aboutrbm.aspx
MYS,MS/email
MYS,http://www.bnm.gov.my/index.php?ch=7&pg=2&ac=5
MYS,https://www.bnm.gov.my
MYS,https://www.bnm.gov.my/governors
NAM,http://www.bon.com.na/
NAM,http://www.bon.com.na/Content/TopLevelItems/AboutUs/board.aspx
NAM,http://www.bon.com.na/content/aboutus/history.aspx
NAM,https://www.bon.com.na/About-Us/Board-members-of-the-Bank.aspx
NAM,https://www.bon.com.na/About-Us/Corporate-Profile/Previous-Governors-of-the-Bank-of-Namibia.aspx
NGA,MS/letter
NGA,"Sturm/de Haan,"
NGA,http://www.cenbank.org
