PName_original;PName;iso3;first;last;iso3Birth;Start_year;End_year;Start_month;End_month;Position;Sex;Birth_year;Education;BA_or_MA;MBA;PhD;CountryBirth;CityBirth;wikipedia_url;Birth_month
Dasho Bap Kesang;Dasho Kesang;BTN;dasho;kesang;BTN;;;;;2;0;;;;;;;;;
Sonam Wangchuk;Dasho Wangchuk;BTN;dasho;wangchuk;BTN;;;;;2;0;;;;;;;;;
Lyonpo Wangdi Norbu;Lyonpo Norbu;BTN;lyonpo;norbu;BTN;;;;;2;0;;;;;;;;;
Lyonpo Wangdi Norbu;Lyonpo Norbu;BTN;lyonpo;norbu;BTN;;;;;2;0;;;;;;;;;
Daw Tenzin;Dasho Tenzin;BTN;dasho;tenzin;BTN;;;;;2;0;;;;;;;;;
Dasho Yangchen Tshogyel;Dasho Tshogyel;BTN;dasho;tshogyel;BTN;;;;;2;1;;;;;;;;;
Jean-Baptiste Compaoré;Jean Compaore;BUR;jean;compaore;BUR;;;;;1;0;;;;;;;;;
N Fidzani;N Fidzani;BWA;n;fidzani;BWA;;;;;0;0;;;;;;;;;
T. Seretse;T Seretse;BWA;t;seretse;BWA;;;;;0;1;;;;;;;;;
Charles Kikonyogo;Charles Kikonyogo;BWA;charles;kikonyogo;BWA;;;;;2;0;;;;;;;;;
Charles Nyonyintono Kikonyogo;Charles Kikonyogo;BWA;charles;kikonyogo;BWA;;;;;2;0;;;;;;;;;
Hermans;Christopher Hermans;BWA;christopher;hermans;BWA;;;;;2;0;;;;;;;;;
Quill Hermans;Quill Hermans;BWA;quill;hermans;BWA;;;;;2;0;;;;;;;;;
Festus Mogae;Festus Mogae;BWA;festus;mogae;BWA;;;;;2;0;;;;;;;;;
Mogae;Festus Mogae;BWA;festus;mogae;BWA;;;;;2;0;;;;;;;;;
Gaolathe;Baledzi Gaolathe;BWA;baledzi;gaolathe;BWA;;;;;2;0;;;;;;;;;
U. Corea;U Corea;BWA;u;corea;BWA;;;;;0;0;;;;;;;;;
Linah K Mohohlo;Linah Mohohlo;BWA;linah;mohohlo;BWA;;;;;2;1;;;;;;;;;
G Cunliffe;G Cunliffe;BWA;g;cunliffe;BWA;;;;;2;0;;;;;;;;;
Linah Mohohlo;Linah Mohohlo;BWA;linah;mohohlo;BWA;;;;;2;1;;;;;;;;;
Keith Jefferis;Keith Jefferis;BWA;keith;jefferis;BWA;;;;;1;0;;;;;;;;;
Moses Dinekere Pelaelo;Moses Pelaelo;BWA;moses;pelaelo;BWA;;;;;2;0;;;;;;;;;
Moses Dinekere Pelaelo;Moses Pelaelo;BWA;moses;pelaelo;BWA;;;;;2;1;;;;;;;;;
Cornelius Dekop;Cornelius Dekop;BWA;cornelius;dekop;BWA;;;;;2;0;;;;;;;;;
Victoria Lekoma;Victoria Lekoma;BWA;victoria;lekoma;BWA;;;;;0;1;;;;;;;;;
Malebogo Bakwena;Malebogo Bakwena;BWA;malebogo;bakwena;BWA;;;;;0;1;;;;;;;;;
Brenton C. Leavitt;Brenton Leavitt;BWA;brenton;leavitt;BWA;;;;;2;0;;;;;;;;;
K.R. Jefferis;K Jefferis;BWA;k;jefferis;BWA;;;;;2;0;;;;;;;;;
R. G. M Mmutle;R Mmutle;BWA;r;mmutle;BWA;;;;;0;0;;;;;;;;;
B. Moeletsi;B Moeletsi;BWA;b;moeletsi;BWA;;;;;0;0;;;;;;;;;
C. S. Botlhole-Mmopi;C Botlholemmopi;BWA;c;botlholemmopi;BWA;;;;;0;1;;;;;;;;;
R.N. Matthews;R Matthews;BWA;r;matthews;BWA;;;;;0;0;;;;;;;;;
J. Sentsho;J Sentsho;BWA;j;sentsho;BWA;;;;;0;0;;;;;;;;;
Jean-Félix Mamalepot;Jean Mamalepot;CAF;jean;mamalepot;CAF;;;;;2;0;;;;;;;;;
Michael Mukete;Michael Mukete;CAF;michael;mukete;CAF;;;;;2;0;;;;;;;;;
Rigobert Roger Andely;Rigobert Andely;CAF;rigobert;andely;CAF;;;;;1;0;;;;;;;;;
Philibert Andzembe;Philibert Andzembe;CAF;philibert;andzembe;CAF;;;;;0;0;;;;;;;;;
Lucas Abaga Nchama;Lucas Nchama;CAF;lucas;nchama;CAF;;;;;2;0;;;;;;;;;
Ali Chaibou;Ali Chaibou;CAF;ali;chaibou;CAF;;;;;0;0;;;;;;;;;
Abbas Mahamat Tolli;Abbas Tolli;CAF;abbas;tolli;CAF;;;;;2;0;;;;;;;;;
Yvon Sana Bangui;Yvon Bangui;CAF;yvon;bangui;CAF;;;;;2;0;;;;;;;;;
Georges Gautier;Georges Gautier;CAF;georges;gautier;CAF;;;;;2;0;;;;;;;;;
Tahir Hamid Nguilin;Tahir Nguilin;CAF;tahir;nguilin;CAF;;;;;0;0;;;;;;;;;
Emmanuel Rocher;Emmanuel Rocher;CAF;emmanuel;rocher;CAF;;;;;0;0;;;;;;;;;
Allamine Bourma Treye;Allamine Treye;CAF;allamine;treye;CAF;;;;;0;0;;;;;;;;;
Gervais-Magloire Doungoupou;Gervais Doungoupou;CAF;gervais;doungoupou;CAF;;;;;0;0;;;;;;;;;
Pascal Fourcaut;Pascal Fourcaut;CAF;pascal;fourcaut;CAF;;;;;0;0;;;;;;;;;
Graham Towers;Graham Towers;CAN;graham;towers;CAN;;;;;2;0;;;;;;;;;
Louis Rasminsky;Louis Rasminsky;CAN;louis;rasminsky;CAN;;;;;2;0;;;;;;;;;
James Coyne;James Coyne;CAN;james;coyne;CAN;;;;;0;0;;;;;;;;;
James Coyne;James Coyne;CAN;james;coyne;CAN;;;;;2;0;;;;;;;;;
Gerald Bouey;Gerald Reapp;CAN;gerald;reapp;CAN;;;;;2;0;;;;;;;;;
Gilles Loiselle;Gilles Loiselle;CAN;gilles;loiselle;CAN;;;;;0;0;;;;;;;;;
Bernard Bonin;Bernard Bonin;CAN;bernard;bonin;CAN;;;;;1;0;;;;;;;;;
John Crow;John Crow;CAN;john;crow;CAN;;;;;2;0;;;;;;;;;
John Crow;John Crow;CAN;john;crow;CAN;;;;;2;0;;;;;;;;;
Paul Martin;Paul Martin;CAN;paul;martin;CAN;;;;;0;0;;;;;;;;;
Gordon Thiessen;Gordon Thiessen;CAN;gordon;thiessen;CAN;;;;;2;0;;;;;;;;;
Monique Jeromeforget;Monique Jeromeforget;CAN;monique;jeromeforget;CAN;;;;;0;1;;;;;;;;;
John Horsley Palmer;John Palmer;CAN;john;palmer;CAN;;;;;2;0;;;;;;;;;
David A. Dodge;David Dodge;CAN;david;dodge;CAN;;;;;2;0;;;;;;;;;
Malcolm Knight;Malcolm Knight;CAN;malcolm;knight;CAN;;;;;1;0;;;;;;;;;
Daniel Johnson;Daniel Johnson;CAN;daniel;johnson;CAN;;;;;0;0;;;;;;;;;
Bonnie DuPont;Bonnie Dupont;CAN;bonnie;dupont;CAN;;;;;0;1;;;;;;;;;
Pierre Duguay;Pierre Duguay;CAN;pierre;duguay;CAN;;;;;2;0;;;;;;;;;
David Laidley;David Laidley;CAN;david;laidley;CAN;;;;;0;0;;;;;;;;;
Ralph Goodale;Ralph Goodale;CAN;ralph;goodale;CAN;;;;;0;0;;;;;;;;;
Jim Flaherty;Jim Flaherty;CAN;jim;flaherty;CAN;;;;;0;0;;;;;;;;;
John Manley;John Manley;CAN;john;manley;CAN;;;;;0;0;;;;;;;;;
William Black;William Black;CAN;william;black;CAN;;;;;0;0;;;;;;;;;
Paul Haggis;Paul Haggis;CAN;paul;haggis;CAN;;;;;0;0;;;;;;;;;
Graeme Thompson;Graeme Thompson;CAN;graeme;thompson;CAN;;;;;1;0;;;;;;;;;
Nicholas Pan;Nicholas Pan;CAN;nicholas;pan;CAN;;;;;1;0;;;;;;;;;
Norman Betts;Norman Betts;CAN;norman;betts;CAN;;;;;0;0;;;;;;;;;
Stephen Poloz;Stephen Poloz;CAN;stephen;poloz;CAN;;;;;2;0;;;;;;;;;
Sheryl Kennedy;Sheryl Kennedy;CAN;sheryl;kennedy;CAN;;;;;1;1;;;;;;;;;
Timothy Lane;Timothy Lane;CAN;timothy;lane;CAN;;;;;1;0;;;;;;;;;
Jean Simon;Jean Simon;CAN;jean;simon;CAN;;;;;0;0;;;;;;;;;
Monique Mercier;Monique Mercier;CAN;monique;mercier;CAN;;;;;0;1;;;;;;;;;
Carol Hansell;Carol Hansell;CAN;carol;hansell;CAN;;;;;0;1;;;;;;;;;
Lawrence Schembri;Lawrence Schembri;CAN;lawrence;schembri;CAN;;;;;0;0;;;;;;;;;
Paul Beaudry;Paul Beaudry;CAN;paul;beaudry;CAN;;;;;1;0;;;;;;;;;
Tiff Macklem;Tiff Macklem;CAN;tiff;macklem;CAN;;;;;0;0;;;;;;;;;
Lynn Patterson;Lynn Patterson;CAN;lynn;patterson;CAN;;;;;0;1;;;;;;;;;
Tiff Macklem;Tiff Macklem;CAN;tiff;macklem;CAN;;;;;2;0;;;;;;;;;
Tiff Macklen;Tiff Macklen;CAN;tiff;macklen;CAN;;;;;0;0;;;;;;;;;
Bill Morneau;Bill Morneau;CAN;bill;morneau;CAN;;;;;0;0;;;;;;;;;
Mark J. Carney;Mark Carney;CAN;mark;carney;CAN;;;;;2;0;;;;;;;;;
Peter Dhillon;Peter Dhillon;CAN;peter;dhillon;CAN;;;;;0;0;;;;;;;;;
Paul Jenkins;Paul Jenkins;CAN;paul;jenkins;CAN;;;;;1;0;;;;;;;;;
Stephanie Bowman;Stephanie Bowman;CAN;stephanie;bowman;CAN;;;;;0;1;;;;;;;;;
Chrystia Freeland;Chrystia Freeland;CAN;chrystia;freeland;CAN;;;;;0;1;;;;;;;;;
Carolyn Rogers;Carolyn Rogers;CAN;carolyn;rogers;CAN;;;;;1;1;;;;;;;;;
Jean Boivin;Jean Boivin;CAN;jean;boivin;CAN;;;;;0;0;;;;;;;;;
Sharon Kozicki;Sharon Kozicki;CAN;sharon;kozicki;CAN;;;;;1;1;;;;;;;;;
Charles Freedman;Charles Freedman;CAN;charles;freedman;CAN;;;;;2;0;;;;;;;;;
Tim E. Noël;Tim Noel;CAN;tim;noel;CAN;;;;;1;0;;;;;;;;;
Malcom Knight;Malcom Knight;CAN;malcom;knight;CAN;;;;;2;0;;;;;;;;;
David Longworth;David Longworth;CAN;david;longworth;CAN;;;;;1;0;;;;;;;;;
Phillip Deck;Phillip Deck;CAN;phillip;deck;CAN;;;;;0;0;;;;;;;;;
Jock Finlayson;Jock Finlayson;CAN;jock;finlayson;CAN;;;;;0;0;;;;;;;;;
Richard Mcgaw;Richard Mcgaw;CAN;richard;mcgaw;CAN;;;;;0;0;;;;;;;;;
Agathe Coté;Agathe Cote;CAN;agathe;cote;CAN;;;;;2;1;;;;;;;;;
Phyllis Clark;Phyllis Clark;CAN;phyllis;clark;CAN;;;;;0;1;;;;;;;;;
Colin Dodds;Colin Dodds;CAN;colin;dodds;CAN;;;;;0;0;;;;;;;;;
Wes Scott;Wes Scott;CAN;wes;scott;CAN;;;;;0;0;;;;;;;;;
Sylvain Leduc;Sylvain Leduc;CAN;sylvain;leduc;CAN;;;;;1;0;;;;;;;;;
Robert M. Campbell;Robert Campbell;CAN;robert;campbell;CAN;;;;;0;0;;;;;;;;;
Nicolas Vincent;Nicolas Vincent;CAN;nicolas;vincent;CAN;;;;;1;0;;;;;;;;;
Sandra L. Hanington;Sandra Hanington;CAN;sandra;hanington;CAN;;;;;0;1;;;;;;;;;
Heinrich Kundert;Heinrich Kundert;CHE;heinrich;kundert;CHE;;;;;2;0;;;;;;;;;
August Burckhardt;August Burckhardt;CHE;august;burckhardt;CHE;;;;;2;0;;;;;;;;;
Rodolphe de Haller;Rodolphe Haller;CHE;rodolphe;haller;CHE;;;;;1;0;;;;;;;;;
Charles Schnyder von Wartensee;Charles Wartensee;CHE;charles;wartensee;CHE;;;;;1;0;;;;;;;;;
Gottlieb Bachmann;Gottlieb Bachmann;CHE;gottlieb;bachmann;CHE;;;;;2;0;;;;;;;;;
Ernst Weber;Ernst Weber;CHE;ernst;weber;CHE;;;;;2;0;;;;;;;;;
Paul Rossy;Paul Rossy;CHE;paul;rossy;CHE;;;;;1;0;;;;;;;;;
Paul Keller;Paul Keller;CHE;paul;keller;CHE;;;;;2;0;;;;;;;;;
Dr. Walter Schwegler;Walter Schwegler;CHE;walter;schwegler;CHE;;;;;2;0;;;;;;;;;
Dr. Edwin Stopper;Edwin Stopper;CHE;edwin;stopper;CHE;;;;;2;0;;;;;;;;;
Dr. h.c. Pierre Languetin;Pierre Languetin;CHE;pierre;languetin;CHE;;;;;2;0;;;;;;;;;
Peter Gerber;Peter Gerber;CHE;peter;gerber;CHE;;;;;0;0;;;;;;;;;
Fritz Leutwiler;Fritz Leutwiler;CHE;fritz;leutwiler;CHE;;;;;2;0;;;;;;;;;
Dr. Markus Lusser;Markus Lusser;CHE;markus;lusser;CHE;;;;;0;0;;;;;;;;;
Dr. Markus Lusser;Markus Lusser;CHE;markus;lusser;CHE;;;;;2;0;;;;;;;;;
Kurt Hauri;Kurt Hauri;CHE;kurt;hauri;CHE;;;;;0;0;;;;;;;;;
Dr. Hans Meyer;Hans Meyer;CHE;hans;meyer;CHE;;;;;2;0;;;;;;;;;
Kathi Bangerter;Kathi Bangerter;CHE;kathi;bangerter;CHE;;;;;0;1;;;;;;;;;
Henri Andre;Henri Andre;CHE;henri;andre;CHE;;;;;0;0;;;;;;;;;
George Rich;George Rich;CHE;george;rich;CHE;;;;;0;0;;;;;;;;;
Ueli Forster;Ueli Forster;CHE;ueli;forster;CHE;;;;;0;0;;;;;;;;;
Yvette Jaggi;Yvette Jaggi;CHE;yvette;jaggi;CHE;;;;;0;1;;;;;;;;;
Eduard Belser;Eduard Belser;CHE;eduard;belser;CHE;;;;;0;0;;;;;;;;;
Ulrich Kohli;Ulrich Kohli;CHE;ulrich;kohli;CHE;;;;;0;0;;;;;;;;;
Philippe Pidoux;Philippe Pidoux;CHE;philippe;pidoux;CHE;;;;;0;0;;;;;;;;;
Niklaus Blattner;Niklaus Blattner;CHE;niklaus;blattner;CHE;;;;;2;0;;;;;;;;;
Niklaus Blattner;Niklaus Blattner;CHE;niklaus;blattner;CHE;;;;;0;0;;;;;;;;;
Werner Messmer;Werner Messmer;CHE;werner;messmer;CHE;;;;;0;0;;;;;;;;;
Dr. Jean-Pierre Roth;Jean Roth;CHE;jean;roth;CHE;;;;;2;0;;;;;;;;;
Franz Marty;Franz Marty;CHE;franz;marty;CHE;;;;;0;0;;;;;;;;;
Ruth Luthi;Ruth Luthi;CHE;ruth;luthi;CHE;;;;;0;1;;;;;;;;;
Hans Ulrich Raggenbass;Hans Raggenbass;CHE;hans;raggenbass;CHE;;;;;0;0;;;;;;;;;
Gerold Buhrer;Gerold Buhrer;CHE;gerold;buhrer;CHE;;;;;0;0;;;;;;;;;
Alfredo Gysi;Alfredo Gysi;CHE;alfredo;gysi;CHE;;;;;0;0;;;;;;;;;
Jean-Pierre Danthine;Jean Danthine;CHE;jean;danthine;CHE;;;;;2;0;;;;;;;;;
Konrad Hummler;Konrad Hummler;CHE;konrad;hummler;CHE;;;;;0;0;;;;;;;;;
Rita Fuhrer;Rita Fuhrer;CHE;rita;fuhrer;CHE;;;;;0;1;;;;;;;;;
Serge Gaillard;Serge Gaillard;CHE;serge;gaillard;CHE;;;;;0;0;;;;;;;;;
Olivier Steimber;Olivier Steimber;CHE;olivier;steimber;CHE;;;;;0;0;;;;;;;;;
Ernst Stocker;Ernst Stocker;CHE;ernst;stocker;CHE;;;;;0;0;;;;;;;;;
Eveline Widmer Schlumpf;Eveline Schlumpf;CHE;eveline;schlumpf;CHE;;;;;0;1;;;;;;;;;
Jean Studer;Jean Studer;CHE;jean;studer;CHE;;;;;0;0;;;;;;;;;
Martin Kraenzlin;Martin Kraenzlin;CHE;martin;kraenzlin;CHE;;;;;0;0;;;;;;;;;
Marina Masoni;Marina Masoni;CHE;marina;masoni;CHE;;;;;0;1;;;;;;;;;
Christoph Lengwiler;Christoph Lengwiler;CHE;christoph;lengwiler;CHE;;;;;0;0;;;;;;;;;
Heinz Karrer;Heinz Karrer;CHE;heinz;karrer;CHE;;;;;0;0;;;;;;;;;
Christoph Mäder;Christoph Mader;CHE;christoph;mader;CHE;;;;;0;0;;;;;;;;;
Dewet Moser;Dewet Moser;CHE;dewet;moser;CHE;;;;;0;0;;;;;;;;;
Simonetta Sommaruga;Simonetta Sommaruga;CHE;simonetta;sommaruga;CHE;;;;;0;1;;;;;;;;;
Shelby Pasquier;Shelby Pasquier;CHE;shelby;pasquier;CHE;;;;;0;0;;;;;;;;;
Fritz Zurbrügg;Fritz Zurbrugg;CHE;fritz;zurbrugg;CHE;;;;;1;0;;;;;;;;;
Romeo Lacher;Romeo Lacher;CHE;romeo;lacher;CHE;;;;;1;0;;;;;;;;;
Laura Sadis;Laura Sadis;CHE;laura;sadis;CHE;;;;;0;1;;;;;;;;;
Monika Butler;Monika Butler;CHE;monika;butler;CHE;;;;;0;1;;;;;;;;;
Rajna Gibson Brandon;Rajna Brandon;CHE;rajna;brandon;CHE;;;;;0;1;;;;;;;;;
Philipp Hildebrand;Philipp Hildebrand;CHE;philipp;hildebrand;CHE;;;;;2;0;;;;;;;;;
Thomas Jordan;Thomas Jordan;CHE;thomas;jordan;CHE;;;;;2;0;;;;;;;;;
Barbara Janom;Barbara Janom;CHE;barbara;janom;CHE;;;;;0;1;;;;;;;;;
Barbara Steiner;Barbara Steiner;CHE;barbara;steiner;CHE;;;;;0;1;;;;;;;;;
Renaud de Planta;Renaud Planta;CHE;renaud;planta;CHE;;;;;0;0;;;;;;;;;
Daniel Lampart;Daniel Lampart;CHE;daniel;lampart;CHE;;;;;0;0;;;;;;;;;
Andrea Maechler;Andrea Maechler;CHE;andrea;maechler;CHE;;;;;0;0;;;;;;;;;
Vania Alleva;Vania Alleva;CHE;vania;alleva;CHE;;;;;0;1;;;;;;;;;
Antoine Martin;Antoine Martin;CHE;antoine;martin;CHE;;;;;1;0;;;;;;;;;
Christoph Ammann;Christoph Ammann;CHE;christoph;ammann;CHE;;;;;1;0;;;;;;;;;
Cedric Tille;Cedric Tille;CHE;cedric;tille;CHE;;;;;0;0;;;;;;;;;
Angelo Ranaldo;Angelo Ranaldo;CHE;angelo;ranaldo;CHE;;;;;0;0;;;;;;;;;
Thomas Wiedmer;Thomas Wiedmer;CHE;thomas;wiedmer;CHE;;;;;0;0;;;;;;;;;
Christian Vitta;Christian Vitta;CHE;christian;vitta;CHE;;;;;0;0;;;;;;;;;
Martin Schlegel;Martin Schlegel;CHE;martin;schlegel;CHE;;;;;1;0;;;;;;;;;
Martin Schlegel;Martin Schlegel;CHE;martin;schlegel;CHE;;;;;0;0;;;;;;;;;
Thomas Moser;Thomas Moser;CHE;thomas;moser;CHE;;;;;0;0;;;;;;;;;
Rosmarie Schlup;Rosmarie Schlup;CHE;rosmarie;schlup;CHE;;;;;1;1;;;;;;;;;
Michel Peytrignet;Michel Peytrignet;CHE;michel;peytrignet;CHE;;;;;0;0;;;;;;;;;
Alexander Swoboda;Alexander Swoboda;CHE;alexander;swoboda;CHE;;;;;0;0;;;;;;;;;
Armin Jans;Armin Jans;CHE;armin;jans;CHE;;;;;0;0;;;;;;;;;
Petra Tschudin;Petra Tschudin;CHE;petra;tschudin;CHE;;;;;1;1;;;;;;;;;
Manuel Trucco Franzani;Manuel Franzani;CHL;manuel;franzani;CHL;;;;;2;0;;;;;;;;;
Sergio Molina Silva;Sergio Silva;CHL;sergio;silva;CHL;;;;;2;0;;;;;;;;;
Carlos Matus Romo;Carlos Romo;CHL;carlos;romo;CHL;;;;;0;0;;;;;;;;;
Carlos Massad Abud;Carlos Abud;CHL;carlos;abud;CHL;;;;;2;0;;;;;;;;;
Carlos Massad;Carlos Massad;CHL;carlos;massad;CHL;;;;;2;0;;;;;;;;;
Carlos Rodriguez;Carlos Rodriguez;CHL;carlos;rodriguez;CHL;;;;;2;0;;;;;;;;;
Andrés Bianchi Larre;Andres Larre;CHL;andres;larre;CHL;;;;;2;0;;;;;;;;;
María Elena Ovalle;Maria Ovalle;CHL;maria;ovalle;CHL;;;;;0;1;;;;;;;;;
Alvaro Bardón Muñoz;Alvaro Munoz;CHL;alvaro;munoz;CHL;;;;;2;0;;;;;;;;;
Carlos Cáceres Contreras;Carlos Contreras;CHL;carlos;contreras;CHL;;;;;2;0;;;;;;;;;
Vittorio Corbo Lioi;Vittorio Lioi;CHL;vittorio;lioi;CHL;;;;;0;0;;;;;;;;;
Stephany Griffithjones;Stephany Griffithjones;CHL;stephany;griffithjones;CHL;;;;;0;1;;;;;;;;;
Stephany Griffithjones;Stephany Griffithjones;CHL;stephany;griffithjones;CHL;;;;;1;1;;;;;;;;;
Miguel Kast Rist;Miguel Rist;CHL;miguel;rist;CHL;;;;;2;0;;;;;;;;;
Roberto Zahler Mayanz;Roberto Mayanz;CHL;roberto;mayanz;CHL;;;;;2;0;;;;;;;;;
Pablo Piñera;Pablo Pinera;CHL;pablo;pinera;CHL;;;;;2;0;;;;;;;;;
Jorge Desormeaux;Jorge Desormeaux;CHL;jorge;desormeaux;CHL;;;;;1;0;;;;;;;;;
Jorge Desormeaux Jiménez;Jorge Jimenez;CHL;jorge;jimenez;CHL;;;;;0;0;;;;;;;;;
Enrique Marshall;Enrique Marshall;CHL;enrique;marshall;CHL;;;;;0;0;;;;;;;;;
Jorge Desormeaux Jiménez;Jorge Jimenez;CHL;jorge;jimenez;CHL;;;;;1;0;;;;;;;;;
José Manuel Marfán Lewis;Jose Lewis;CHL;jose;lewis;CHL;;;;;0;0;;;;;;;;;
Manuel Marfan;Manuel Marfan;CHL;manuel;marfan;CHL;;;;;1;0;;;;;;;;;
Joaquín Luis Vial Ruiz-Tagle;Joaquin Ruiztagle;CHL;joaquin;ruiztagle;CHL;;;;;0;0;;;;;;;;;
Joaquin Vial;Joaquin Vial;CHL;joaquin;vial;CHL;;;;;1;0;;;;;;;;;
Jorge Rivera;Jorge Rivera;CHL;jorge;rivera;CHL;;;;;1;0;;;;;;;;;
Jorge Marshall;Jorge Marshall;CHL;jorge;marshall;CHL;;;;;1;0;;;;;;;;;
Rosanna Costa;Rosanna Costa;CHL;rosanna;costa;CHL;;;;;2;1;;;;;;;;;
José De Gregorio;Jose Gregorio;CHL;jose;gregorio;CHL;;;;;0;0;;;;;;;;;
José De Gregorio Rebecco;Jose Rebecco;CHL;jose;rebecco;CHL;;;;;2;0;;;;;;;;;
Jose De Gregorio Rebeco;Jose Rebeco;CHL;jose;rebeco;CHL;;;;;0;0;;;;;;;;;
Mario Marcel Cullell;Mario Cullell;CHL;mario;cullell;CHL;;;;;0;0;;;;;;;;;
Mario Marcel;Mario Marcel;CHL;mario;marcel;CHL;;;;;2;0;;;;;;;;;
Pablo Silva;Pablo Silva;CHL;pablo;silva;CHL;;;;;0;0;;;;;;;;;
Pablo Baraona Urzúa;Rodrigo Urzua;CHL;rodrigo;urzua;CHL;;;;;2;0;;;;;;;;;
Rodrigo Vergara Montes;Rodrigo Montes;CHL;rodrigo;montes;CHL;;;;;0;0;;;;;;;;;
Rodrigo Vergara;Rodrigo Vergara;CHL;rodrigo;vergara;CHL;;;;;0;0;;;;;;;;;
Sebastián Claro Edwards;Sebastian Edwards;CHL;sebastian;edwards;CHL;;;;;0;0;;;;;;;;;
Sebastián Claro Edwards;Sebastian Edwards;CHL;sebastian;edwards;CHL;;;;;1;0;;;;;;;;;
Pablo Garcia;Pablo Garcia;CHL;pablo;garcia;CHL;;;;;0;0;;;;;;;;;
Claudio Gamboa;Claudio Gamboa;CHL;claudio;gamboa;CHL;;;;;0;0;;;;;;;;;
Sebastin Claro;Sebastin Claro;CHL;sebastin;claro;CHL;;;;;0;0;;;;;;;;;
Sebastián Claro;Sebastian Claro;CHL;sebastian;claro;CHL;;;;;1;0;;;;;;;;;
Alberto Naudon;Alberto Naudon;CHL;alberto;naudon;CHL;;;;;0;0;;;;;;;;;
Alberto Naudon Dell’Oro;Alberto Delloro;CHL;alberto;delloro;CHL;;;;;1;0;;;;;;;;;
Arturo Maschke Tornero;Arturo Tornero;CHL;arturo;tornero;CHL;;;;;2;0;;;;;;;;;
Eduardo Figueroa Geisse;Eduardo Geisse;CHL;eduardo;geisse;CHL;;;;;2;0;;;;;;;;;
Luis Mackenna Shiell;Luis Shiell;CHL;luis;shiell;CHL;;;;;2;0;;;;;;;;;
Alfonso Inostroza Cuevas;Alfonso Cuevas;CHL;alfonso;cuevas;CHL;;;;;2;0;;;;;;;;;
Eduardo Cano Quijada;Eduardo Quijada;CHL;eduardo;quijada;CHL;;;;;2;0;;;;;;;;;
Pablo Baraona Urzúa;Pablo Urzua;CHL;pablo;urzua;CHL;;;;;2;0;;;;;;;;;
Sergio de la Cuadra Fabres;Sergio Fabres;CHL;sergio;fabres;CHL;;;;;2;0;;;;;;;;;
Hernán Felipe Errázuriz Correa;Hernan Correa;CHL;hernan;correa;CHL;;;;;2;0;;;;;;;;;
Francisco Ibánez Barceló;Francisco Barcelo;CHL;francisco;barcelo;CHL;;;;;2;0;;;;;;;;;
Enrique Seguel Morel;Enrique Morel;CHL;enrique;morel;CHL;;;;;2;0;;;;;;;;;
Manuel Concha Martínez;Manuel Martinez;CHL;manuel;martinez;CHL;;;;;2;0;;;;;;;;;
* Nci;* Nci;CHL;*;nci;CHL;;;;;0;0;;;;;;;;;
Nan Hanchen;Nan Hanchen;CHN;nan;hanchen;CHN;;;;;2;0;;;;;;;;;
Cao Juru;Cao Juru;CHN;cao;juru;CHN;;;;;2;0;;;;;;;;;
Li Baohua;Li Baohua;CHN;li;baohua;CHN;;;;;2;0;;;;;;;;;
Chen Xiyu;Chen Xiyu;CHN;chen;xiyu;CHN;;;;;2;0;;;;;;;;;
